"Time,s","Hip Flexion LT,deg","Hip Flexion RT,deg","Hip Abduction LT,deg","Hip Abduction RT,deg","Hip Rotation Ext LT,deg","Hip Rotation Ext RT,deg","Knee Flexion LT,deg","Knee Flexion RT,deg","Ankle Dorsiflexion LT,deg","Ankle Dorsiflexion RT,deg","Ankle Inversion LT,deg","Ankle Inversion RT,deg","Ankle Abduction LT,deg","Ankle Abduction RT,deg","Pelvis course,deg","Pelvis pitch,deg","Pelvis roll,deg","Thigh course LT,deg","Thigh pitch LT,deg","Thigh roll LT,deg","Shank course LT,deg","Shank pitch LT,deg","Shank roll LT,deg","Foot course LT,deg","Foot pitch LT,deg","Foot roll LT,deg","Thigh course RT,deg","Thigh pitch RT,deg","Thigh roll RT,deg","Shank course RT,deg","Shank pitch RT,deg","Shank roll RT,deg","Foot course RT,deg","Foot pitch RT,deg","Foot roll RT,deg","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Thigh Accel Sensor X LT,mG","Thigh Accel Sensor Y LT,mG","Thigh Accel Sensor Z LT,mG","Shank Accel Sensor X LT,mG","Shank Accel Sensor Y LT,mG","Shank Accel Sensor Z LT,mG","Foot Accel Sensor X LT,mG","Foot Accel Sensor Y LT,mG","Foot Accel Sensor Z LT,mG","Thigh Accel Sensor X RT,mG","Thigh Accel Sensor Y RT,mG","Thigh Accel Sensor Z RT,mG","Shank Accel Sensor X RT,mG","Shank Accel Sensor Y RT,mG","Shank Accel Sensor Z RT,mG","Foot Accel Sensor X RT,mG","Foot Accel Sensor Y RT,mG","Foot Accel Sensor Z RT,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,","Thigh LT Rot X,","Thigh LT Rot Y,","Thigh LT Rot Z,","Shank LT Rot X,","Shank LT Rot Y,","Shank LT Rot Z,","Foot LT Rot X,","Foot LT Rot Y,","Foot LT Rot Z,","Thigh RT Rot X,","Thigh RT Rot Y,","Thigh RT Rot Z,","Shank RT Rot X,","Shank RT Rot Y,","Shank RT Rot Z,","Foot RT Rot X,","Foot RT Rot Y,","Foot RT Rot Z,"
27.72,-2.34244,21.5319,-3.8757,-6.141,-5.34606,4.53172,8.73557,41.9071,4.0363,-0.0167148,-3.57676,0.546396,3.54003,1.36028,85.7908,4.79344,1.36786,91.0808,2.67499,-2.2719,91.7049,-6.0249,-5.93622,87.761,-2.3701,-2.19465,91.3329,25.6283,9.84487,90.2453,-15.171,-6.73649,91.643,-15.0242,-6.55515,-160.65,40.5295,-244.625,-47.3603,134.316,157.248,-9.76711,-0.483647,65.8988,-164.995,21.4776,6.88298,-113.758,1026.37,364.241,-651.385,33.6657,178.24,124.94,-217.279,409.209,0.0370549,-0.584856,0.0576067,-0.617826,-0.509068,-0.490385,-0.628294,-0.407465,-0.503014,-0.22395,-0.138597,-0.91692,0.42345,-0.674697,0.551993,0.60756,-0.310881,0.473208,-0.383875,-0.00810769,-0.91759
27.73,-3.05177,22.1607,-3.58427,-6.23521,-5.30859,4.66732,8.32943,38.8367,4.36796,-0.641531,-3.60283,1.01242,3.21664,0.978468,85.6009,4.58909,1.26216,90.8384,1.74663,-2.17356,91.4341,-6.54812,-6.01293,87.7725,-2.5365,-2.24206,91.2831,26.0296,9.93374,89.8283,-11.8921,-5.49284,90.8871,-12.4349,-4.7093,-155.755,32.7213,-247.563,-13.1639,102.504,185.52,41.5102,108.881,154.293,33.6756,-77.1107,39.6096,-113.261,1027.85,347.655,-601.083,109.859,125.508,227.57,-203.123,470.264,0.0372271,-0.583353,0.0594319,-0.61964,-0.508006,-0.484568,-0.629834,-0.407282,-0.498849,-0.225416,-0.138581,-0.916555,0.422474,-0.675147,0.553683,0.599941,-0.331002,0.487704,-0.361108,0.00236463,-0.925879
27.74,-3.7584,22.6589,-3.31473,-6.24912,-5.29501,4.68249,7.9256,35.5774,4.75916,-1.55368,-3.60964,1.43913,2.95369,0.775699,85.4472,4.3823,1.2134,90.6589,0.816284,-2.03806,91.2204,-7.07659,-6.07719,87.7764,-2.65013,-2.29851,91.1493,26.3211,9.93421,89.4044,-8.52903,-4.17861,90.3067,-10.0199,-2.89467,-162.117,16.6022,-237.788,-19.5479,74.6805,183.568,-50.3006,133.789,176.748,-118.71,-58.1686,-14.1556,-114.752,1030.73,341.331,-495.611,222.183,65.9407,360.832,-235.874,535.662,0.0376401,-0.581842,0.0607555,-0.621162,-0.506931,-0.478738,-0.631533,-0.406721,-0.494915,-0.226467,-0.138772,-0.916259,0.421623,-0.675553,0.554761,0.592128,-0.351274,0.502121,-0.339632,0.0134535,-0.932966
27.75,-4.50483,22.9997,-3.06891,-6.15866,-5.30953,4.59051,7.54731,32.1712,5.14557,-2.74521,-3.59943,1.82016,2.73705,0.751971,85.3132,4.21596,1.20824,90.5242,-0.114062,-1.88283,91.0549,-7.62956,-6.15783,87.7764,-2.80232,-2.38431,90.9316,26.5185,9.81368,88.9874,-5.10091,-2.80586,89.8792,-7.80364,-1.10501,-160.156,24.4105,-229.008,-61.019,90.8129,192.88,31.7431,215.827,202.129,8.30357,-75.6192,67.4013,-144.06,1002.95,368.668,-358.869,336.919,22.9739,554.634,-283.702,600.652,0.0382715,-0.580618,0.0617355,-0.62282,-0.505414,-0.473138,-0.633559,-0.405867,-0.490937,-0.227882,-0.139119,-0.915852,0.420734,-0.675806,0.555489,0.584115,-0.371518,0.516312,-0.319662,0.0250924,-0.938893
27.76,-5.28021,23.1823,-2.92798,-6.0195,-5.40648,4.40939,7.19687,28.6726,5.58353,-4.20418,-3.57563,2.1428,2.59655,0.872338,85.1875,4.09828,1.23703,90.4793,-1.01564,-1.79765,90.9827,-8.17903,-6.2352,87.7917,-2.90581,-2.47688,90.6267,26.6209,9.62602,88.567,-1.64423,-1.39875,89.5462,-5.82648,0.647191,-173.835,32.2188,-217.781,-18.5581,155.796,172.862,34.6733,198.718,105.455,-118.71,-24.9081,51.2977,-184.091,893.531,468.741,-208.006,443.842,-2.46699,865.779,-231.434,649.361,0.0391149,-0.579739,0.0624995,-0.625161,-0.50345,-0.467838,-0.635884,-0.404482,-0.487333,-0.228952,-0.139617,-0.915559,0.419983,-0.676135,0.555563,0.575965,-0.391332,0.530176,-0.301554,0.0369197,-0.94362
27.77,-6.10264,23.158,-2.89013,-5.93171,-5.5498,4.19698,6.90444,25.067,5.99652,-5.90034,-3.52688,2.52325,2.52983,1.03757,85.0757,4.06544,1.29009,90.4883,-1.87061,-1.79206,90.9797,-8.74249,-6.32338,87.7993,-3.05597,-2.60106,90.3031,26.6004,9.48657,88.1982,1.8315,-0.00371514,89.2403,-4.06826,2.44517,-188.468,19.54,-229.008,42.4609,253.406,101.096,121.112,192.371,79.5719,-17.9911,-29.8301,60.5183,-216.298,728.996,598.611,-75.6945,465.814,-66.4032,1296.44,-77.6474,596.174,0.0400752,-0.579462,0.0630558,-0.628305,-0.500969,-0.462996,-0.638515,-0.402732,-0.48385,-0.230451,-0.14027,-0.915115,0.419784,-0.676824,0.55446,0.567331,-0.410666,0.543614,-0.285143,0.0494198,-0.94721
27.78,-6.98841,22.926,-2.95352,-5.86963,-5.71608,4.0685,6.64915,21.3964,6.45893,-7.74533,-3.46339,3.02744,2.49058,1.09797,84.964,4.1147,1.35884,90.5182,-2.69879,-1.87461,90.9978,-9.31471,-6.4096,87.7993,-3.16758,-2.7388,90.0636,26.4384,9.41992,87.9949,5.26438,1.37739,88.9073,-2.5044,4.35345,-204.109,1.46888,-218.743,50.775,363.795,47.3418,77.6486,106.946,72.2545,-109.33,-12.6778,38.5707,-228.013,527.371,611.331,27.3219,423.81,-40.5512,1763.15,46.9067,526.3,0.0411614,-0.579766,0.0635362,-0.632099,-0.498292,-0.458273,-0.641243,-0.400788,-0.480412,-0.231664,-0.141127,-0.914705,0.419692,-0.678272,0.551785,0.558034,-0.429761,0.555906,-0.270183,0.0629558,-0.949703
27.79,-7.92394,22.5618,-3.068,-5.73742,-5.81865,4.21168,6.46813,17.8076,6.91231,-9.56327,-3.36703,3.75076,2.37598,0.850766,84.8299,4.23694,1.44778,90.4583,-3.50119,-1.98643,90.9376,-9.93768,-6.50041,87.7917,-3.33194,-2.91265,90.1071,26.1758,9.43174,88.1396,8.53855,2.778,88.5293,-1.05449,6.48231,-189.935,-48.821,-216.801,-12.2236,445.273,6.85871,99.1362,291.518,105.455,-36.5972,-49.8162,38.5707,-265.146,247.579,544.428,175.29,527.849,20.0443,2234.82,183.104,429.153,0.0424994,-0.580576,0.064053,-0.636144,-0.495485,-0.453741,-0.643891,-0.399116,-0.476348,-0.233363,-0.142193,-0.91412,0.419283,-0.67998,0.548558,0.547988,-0.449137,0.565812,-0.255922,0.0783305,-0.951181
27.8,-8.89023,22.0812,-3.2413,-5.58701,-5.91092,4.7574,6.36833,14.3951,7.42256,-11.2172,-3.23212,4.78516,2.2292,0.127701,84.6763,4.41727,1.56401,90.3596,-4.27284,-2.12916,90.8473,-10.6096,-6.57777,87.7764,-3.48413,-3.1136,90.5769,25.7875,9.63972,88.7531,11.535,4.20369,88.0659,0.337346,8.9046,-149.41,-113.761,-228.519,-64.4337,495.574,105.948,85.9506,510.247,131.338,-18.6061,-67.4159,59.6092,-293.461,10.2696,475.558,391.585,720.194,-76.6823,2592.27,288.057,225.635,0.0441628,-0.581784,0.0646,-0.640482,-0.492526,-0.449439,-0.646562,-0.397362,-0.471911,-0.23502,-0.14351,-0.913498,0.419512,-0.681135,0.545497,0.537191,-0.468902,0.572548,-0.241907,0.0959656,-0.951551
27.81,-9.82576,21.5796,-3.47892,-5.55061,-5.98727,5.66157,6.40082,11.1924,8.01998,-12.5926,-3.08134,6.078,2.01021,-0.995293,84.4864,4.59061,1.71246,90.201,-5.01771,-2.30183,90.7029,-11.3866,-6.65875,87.7725,-3.64647,-3.33487,91.3982,25.2922,10.1507,89.7629,14.2251,5.71389,87.5259,1.7895,11.5891,-59.0819,-182.122,-217.781,-62.0088,574.695,207.546,66.4164,672.39,154.795,-41.0565,-47.4298,46.8822,-344.255,-160.177,329.595,510.741,1004.88,35.6686,2789.57,216.776,31.2062,0.0462629,-0.582915,0.0652671,-0.644958,-0.489626,-0.445226,-0.649475,-0.395479,-0.466649,-0.236817,-0.144948,-0.912851,0.420347,-0.683013,0.541134,0.526218,-0.488832,0.576319,-0.227216,0.115493,-0.950913
27.82,-10.6048,21.0797,-3.72748,-6.06446,-6.01397,6.83077,6.60042,8.02128,8.70191,-13.668,-2.90676,7.5206,1.7135,-2.43754,84.2517,4.6721,1.86822,89.9466,-5.7001,-2.46791,90.4802,-12.2668,-6.71021,87.761,-3.81692,-3.55163,92.4373,24.5854,11.2989,91.0587,16.6803,7.27611,86.914,3.41144,14.361,31.7413,-220.216,-189.45,-82.0515,592.278,237.322,47.8589,862.282,161.611,7.84226,19.0912,55.7132,-433.589,-246.102,133.806,398.909,1312.96,-189.444,2981.93,129.412,-249.514,0.0486224,-0.58337,0.0662017,-0.648926,-0.487257,-0.441157,-0.652395,-0.393488,-0.460584,-0.23866,-0.146373,-0.912154,0.4226,-0.688443,0.531171,0.514954,-0.508573,0.578103,-0.211183,0.135327,-0.949469
27.83,-11.201,20.445,-3.94046,-7.20134,-6.06315,7.74868,6.99263,4.67174,9.50024,-14.323,-2.71516,9.05456,1.40895,-3.7426,83.9836,4.64869,2.02763,89.6833,-6.30711,-2.58927,90.2606,-13.2642,-6.75545,87.7419,-3.98737,-3.77967,93.1093,23.578,12.8758,92.1718,18.9975,8.69994,86.302,5.35509,16.9768,88.3843,-209.47,-113.288,-53.1999,583.486,149.442,80.5787,971.707,182.601,-127.936,58.6161,84.0243,-309.068,-460.951,-484.834,181.649,798.328,-613.767,3373.51,-102.525,-753.969,0.0511735,-0.583062,0.0673749,-0.651668,-0.485895,-0.43711,-0.655741,-0.390964,-0.45384,-0.240516,-0.147864,-0.911433,0.424566,-0.700335,0.5108,0.504153,-0.525722,0.580554,-0.192774,0.15334,-0.947807
27.84,-11.6507,19.7685,-4.09598,-8.3013,-6.1868,8.59405,7.58676,1.51947,10.3533,-14.2219,-2.49863,10.1711,1.15149,-4.94799,83.6679,4.57814,2.18575,89.4498,-6.81889,-2.65406,90.0861,-14.3649,-6.81446,87.7151,-4.21464,-4.03481,93.6226,22.4653,14.3303,93.2747,20.9829,10.2417,85.8296,7.7746,19.1681,134.759,-173.831,-76.1785,37.1162,510.256,34.6839,136.211,803.7,169.43,16.1458,30.725,133.244,225.115,-419.947,-1359.35,238.267,-97.641,281.237,3410.65,-29.3167,-1289.5,0.053952,-0.582384,0.0689009,-0.652791,-0.485834,-0.433085,-0.659641,-0.387828,-0.446574,-0.242863,-0.149507,-0.910509,0.422265,-0.716527,0.483505,0.495299,-0.541487,0.581417,-0.170819,0.16739,-0.946807
27.85,-12.0008,19.4762,-4.09005,-8.84137,-6.27064,9.30762,8.37816,-0.606528,11.3122,-13.157,-2.22315,11.1291,0.84066,-5.92387,83.3355,4.5085,2.30047,89.1715,-7.2434,-2.58762,89.8724,-15.5759,-6.85937,87.6883,-4.43785,-4.33737,94.0115,21.8256,15.1864,94.1604,22.4145,11.4937,85.6046,10.556,20.862,166.023,-128.411,-6.34821,125.997,469.2,-27.8252,209.464,558.128,176.288,-230.962,-96.6494,223.632,733.88,-528.775,-1418.45,81.5273,-166.021,459.94,3346.74,499.054,-1719.73,0.0564758,-0.581704,0.0707231,-0.651963,-0.486911,-0.429241,-0.663744,-0.384362,-0.438523,-0.245294,-0.151514,-0.90953,0.419425,-0.726659,0.466107,0.488873,-0.553273,0.581487,-0.146048,0.177109,-0.946703
27.86,-12.341,19.6571,-3.9058,-8.71987,-6.2327,9.76894,9.34827,-1.4649,12.3093,-11.4393,-1.76741,12.2543,0.462324,-6.28713,83.0199,4.49238,2.32883,88.8034,-7.62228,-2.40871,89.5745,-16.9215,-6.86921,87.6461,-4.74832,-4.78668,94.2075,21.8805,15.3112,94.5877,23.3017,12.3203,85.7756,13.2928,22.4228,194.831,-81.0591,10.7379,173.357,492.674,-11.2081,312.507,447.736,254.396,-92.7232,-72.7853,217.788,550.286,-1009.3,-1346.7,81.0449,-43.4718,-168.475,3230.96,1494.15,-2045.36,0.05829,-0.581426,0.072829,-0.649476,-0.488977,-0.425326,-0.667894,-0.380647,-0.429418,-0.248703,-0.154572,-0.908083,0.421689,-0.724226,0.469863,0.485626,-0.560011,0.581827,-0.121223,0.185983,-0.946706
27.87,-12.6821,19.9879,-3.51951,-8.53253,-6.09874,10.2857,10.4507,-1.49638,13.3266,-9.59431,-1.12574,13.9149,0.0510204,-6.28584,82.7349,4.54499,2.24504,88.3934,-7.94761,-2.12028,89.2285,-18.3424,-6.84069,87.6002,-5.11155,-5.38728,94.4906,22.1673,15.3272,94.8841,23.6175,12.8525,86.3155,15.4844,24.4164,230.46,-28.3146,-68.3614,244.62,510.256,104.498,367.691,284.203,268.069,-239.266,-159.74,298.306,-88.3819,-1441.89,-792.503,409.171,-151.863,-800.796,2613.74,2285.19,-2271.0,0.0591179,-0.581676,0.0752016,-0.646076,-0.491138,-0.421913,-0.672001,-0.376646,-0.419747,-0.252841,-0.158751,-0.906246,0.427522,-0.715705,0.483002,0.484741,-0.563741,0.580822,-0.0999385,0.198941,-0.945288
27.88,-13.0341,19.9845,-3.02239,-8.58177,-5.82896,11.0088,11.7039,-1.38305,14.2971,-8.2826,-0.213132,16.3254,-0.431711,-6.25218,82.4835,4.66906,2.05835,87.9026,-8.2164,-1.79798,88.7982,-19.8596,-6.7371,87.5619,-5.60667,-6.19559,94.9385,22.1235,15.4889,95.308,23.462,13.0541,86.9995,16.6327,26.9739,306.632,53.2276,-133.295,297.375,524.938,125.966,442.369,345.687,274.885,-208.512,-133.788,379.863,-293.461,-1323.23,-688.494,358.869,-188.465,-378.889,1274.85,1675.32,-2119.58,0.0590348,-0.582476,0.0778033,-0.642616,-0.493084,-0.419084,-0.675886,-0.37233,-0.409374,-0.258466,-0.164323,-0.903756,0.430749,-0.711523,0.488525,0.484316,-0.565794,0.578274,-0.086417,0.217579,-0.941474
27.89,-13.3942,19.6462,-2.41901,-8.57749,-5.45988,11.5839,13.0709,-1.06405,15.1927,-7.83607,0.92735,17.6124,-0.970958,-6.7824,82.2713,4.84909,1.7898,87.3699,-8.44055,-1.43128,88.3108,-21.4433,-6.58105,87.5504,-6.23775,-7.19583,95.2154,21.8759,15.3891,95.4975,22.9065,13.0216,86.761,16.6126,28.1372,400.884,91.3026,-146.482,323.257,562.46,110.353,481.437,243.153,395.016,-336.91,-159.143,432.069,-49.8002,-968.744,-417.51,-0.48241,76.1936,-22.4599,952.61,-288.56,-3347.21,0.058163,-0.583716,0.0804867,-0.639311,-0.494493,-0.416981,-0.679638,-0.367709,-0.39848,-0.265601,-0.171082,-0.900621,0.429161,-0.71249,0.486462,0.486192,-0.565137,0.575217,-0.0858203,0.226426,-0.938033
27.9,-13.7135,19.1455,-1.75633,-8.20656,-4.95824,11.9016,14.5632,-0.386163,15.9246,-8.57789,2.35919,16.0317,-1.63187,-7.72679,82.0785,5.05344,1.45144,86.7445,-8.59726,-1.04649,87.715,-23.0899,-6.33191,87.6002,-7.08392,-8.43314,95.231,21.6543,14.7293,95.3321,22.0304,13.0123,85.5281,15.194,26.4828,469.244,47.3714,-91.7958,305.64,639.678,121.561,497.065,350.1,310.05,-330.605,-37.1384,409.213,166.497,-609.898,-384.761,228.531,-78.1338,59.5676,437.532,-856.466,-3807.16,0.0566617,-0.585162,0.0833145,-0.636402,-0.49539,-0.415711,-0.682949,-0.362917,-0.387016,-0.274972,-0.179148,-0.896577,0.426544,-0.711233,0.487367,0.491579,-0.562235,0.571603,-0.101682,0.21487,-0.938513
27.91,-14.0049,18.5862,-1.04623,-7.74088,-4.44069,11.9087,16.1784,0.55406,16.4965,-9.76624,4.06084,12.6342,-2.39247,-8.00419,81.8662,5.29154,1.07891,86.0951,-8.68752,-0.639013,87.068,-24.7926,-6.01457,87.7495,-8.14114,-9.92333,94.9012,21.5165,13.8174,94.7635,20.9766,12.9844,84.5067,13.047,23.2885,546.388,32.7213,-69.8303,275.402,716.352,110.353,588.387,449.731,422.363,-481.914,-202.099,461.939,161.613,-407.682,-126.497,630.378,-843.74,-53.2459,-925.234,370.647,181.132,0.055015,-0.586845,0.0864124,-0.633965,-0.495612,-0.41538,-0.686091,-0.357718,-0.375164,-0.286595,-0.188547,-0.891575,0.426449,-0.70596,0.493167,0.499728,-0.55703,0.568389,-0.124544,0.191823,-0.941953
27.92,-14.2039,18.0595,-0.338862,-7.4572,-3.90908,11.0851,17.9678,1.77341,16.8739,-11.1281,5.96883,9.11816,-3.14286,-7.8079,81.6735,5.52387,0.702945,85.4547,-8.68454,-0.228242,86.4121,-26.5775,-5.63495,87.9257,-9.48243,-11.6122,93.7159,21.5556,12.7661,93.3022,19.8259,12.507,83.1073,10.4734,19.7071,548.332,-15.1334,-64.9341,247.54,765.112,113.754,571.295,458.497,231.44,-420.407,-3.87791,528.821,192.37,-447.726,-0.491932,336.898,-896.965,18.5538,2978.55,-779.824,1673.33,0.0532461,-0.588497,0.0893812,-0.631722,-0.495545,-0.415926,-0.689285,-0.351816,-0.362881,-0.300774,-0.198791,-0.885188,0.429079,-0.698709,0.500897,0.510716,-0.545988,0.568812,-0.151561,0.164696,-0.943753
27.93,-14.3206,17.583,0.371699,-7.37102,-3.35077,9.35835,19.8918,2.69895,17.0365,-10.867,8.02079,6.81983,-4.01884,-6.16159,81.478,5.75711,0.341375,84.7813,-8.59032,0.209496,85.6809,-28.4079,-5.17272,88.2206,-11.0794,-13.4592,91.5818,21.7641,11.5816,91.0001,19.1213,11.7073,82.6529,9.61325,17.0309,481.934,-30.2667,0.979245,232.446,798.374,162.1,660.664,562.481,376.451,-508.363,94.7104,368.175,209.467,-193.35,100.565,512.714,-749.508,170.891,1490.24,203.123,251.414,0.0515985,-0.59015,0.0922887,-0.629592,-0.495128,-0.417396,-0.69219,-0.345574,-0.350211,-0.317293,-0.209345,-0.877624,0.434456,-0.689688,0.510171,0.521777,-0.531008,0.574991,-0.161604,0.143376,-0.946715
27.94,-14.3243,17.1945,1.08956,-7.63437,-2.7475,7.7226,22.006,3.51535,16.9186,-10.6569,10.2213,4.63714,-5.0416,-4.59207,81.3159,5.99096,-0.011816,84.096,-8.37509,0.674531,84.9016,-30.3065,-4.67378,88.6688,-13.0214,-15.5522,89.5689,21.9476,10.795,88.8599,18.496,11.008,82.2479,8.84026,14.5046,353.997,-13.6645,140.623,240.216,873.054,242.676,736.318,756.847,412.578,-504.365,99.6324,507.263,216.298,-196.305,149.899,752.428,-481.912,498.024,-477.089,1522.96,-305.143,0.0498329,-0.59182,0.0948982,-0.627295,-0.494582,-0.419883,-0.695085,-0.339017,-0.336881,-0.337002,-0.220517,-0.868332,0.443663,-0.678371,0.521276,0.53173,-0.517023,0.580785,-0.170561,0.122982,-0.949072
27.95,-14.2311,16.8001,1.87263,-8.30933,-2.118,5.81661,24.3106,4.65075,16.4338,-11.0668,12.509,3.07601,-6.23548,-3.01737,81.207,6.25674,-0.399381,83.4436,-8.02299,1.17443,84.1102,-32.2576,-4.16467,89.3428,-15.3671,-17.9094,87.301,22.1375,10.2708,86.4337,17.5596,9.94358,81.5235,7.14236,12.2571,272.947,41.4959,195.309,196.27,894.081,237.769,894.546,909.679,387.197,-570.793,33.2605,656.74,297.352,-706.536,-46.3822,443.379,233.405,-306.627,628.44,828.155,1181.63,0.0475502,-0.593743,0.0972783,-0.624654,-0.493928,-0.423503,-0.69809,-0.332137,-0.323057,-0.360403,-0.231939,-0.856962,0.456395,-0.665,0.533213,0.542517,-0.499235,0.587372,-0.187267,0.104895,-0.948528
27.96,-14.0854,16.2701,2.70633,-9.13201,-1.34659,3.94096,26.8217,5.8806,15.5797,-11.4059,14.9691,1.83751,-7.79671,-1.4237,81.1651,6.59155,-0.788235,82.7164,-7.53599,1.73911,83.1594,-34.2788,-3.52574,90.354,-18.1288,-20.6392,85.1389,22.2371,9.89923,84.1178,16.4359,8.973,80.9295,5.3752,10.3467,220.704,134.77,111.33,169.943,842.784,301.281,1152.85,1227.07,467.772,-751.934,147.957,804.66,318.341,-1026.37,-130.854,92.7543,696.754,-100.119,1421.38,747.576,728.462,0.0449065,-0.596171,0.099136,-0.621552,-0.493122,-0.428245,-0.700588,-0.325029,-0.308412,-0.387801,-0.243831,-0.843082,0.469519,-0.651567,0.543914,0.553626,-0.481237,0.592653,-0.203978,0.0894329,-0.947081
27.97,-13.6918,15.6237,3.63261,-9.5356,-0.458073,2.22746,29.6206,7.0097,14.3832,-11.2738,17.589,0.732575,-9.78022,0.228223,81.1791,6.89199,-1.15904,81.9144,-6.81691,2.41924,81.9889,-36.3559,-2.68717,91.7634,-21.2558,-23.7979,83.2194,22.1738,9.19492,82.1017,15.244,8.2179,80.7225,4.05039,8.6965,149.41,141.593,108.882,75.6676,784.689,418.939,1245.1,1473.61,857.437,-686.582,467.735,824.27,303.728,-291.983,-61.0699,13.6829,1085.43,313.0,674.75,1248.56,396.048,0.0420975,-0.598366,0.100532,-0.617373,-0.492221,-0.434843,-0.702299,-0.317638,-0.293066,-0.418813,-0.256143,-0.826357,0.47916,-0.639064,0.553449,0.564279,-0.464741,0.596122,-0.216353,0.0762324,-0.946346
27.98,-12.9626,15.0702,4.5557,-9.78289,0.440743,0.205298,32.6447,8.09894,12.734,-11.1416,20.1784,0.169412,-11.9184,2.28352,81.2489,7.0933,-1.53307,81.1513,-5.84094,3.07173,80.7582,-38.3998,-1.77451,93.4678,-24.7623,-27.3405,81.0386,22.1291,8.22258,79.8857,14.1061,7.3532,80.7361,2.76579,7.42501,110.847,2.43525,127.927,62.9986,794.93,565.425,957.991,1406.26,644.52,-17.0684,476.535,1113.74,168.443,900.403,786.599,0.0,1305.67,494.118,766.646,705.527,586.948,0.0389355,-0.599881,0.101573,-0.612444,-0.491709,-0.443038,-0.703709,-0.310151,-0.277768,-0.452925,-0.268294,-0.806145,0.486878,-0.627356,0.562299,0.574508,-0.446699,0.600954,-0.227939,0.0664507,-0.945366
27.99,-11.8551,14.737,5.5618,-10.5033,1.11895,-1.37782,35.9518,9.20496,10.8928,-10.918,22.5716,-0.0630234,-13.9937,3.94536,81.288,7.18666,-1.90646,80.5617,-4.58924,3.75416,79.6419,-40.4384,-0.997566,95.379,-28.3783,-31.2083,79.2964,22.1114,7.91296,78.0764,12.9808,6.59345,80.7541,1.68673,6.49688,63.9597,-107.905,154.299,33.2066,756.321,335.463,782.224,1284.69,291.485,845.734,293.975,1158.16,266.098,1562.02,586.945,-257.344,1093.77,572.291,709.0,-38.1117,193.886,0.0359171,-0.600622,0.102868,-0.606759,-0.490866,-0.453512,-0.70578,-0.302721,-0.262284,-0.487612,-0.280499,-0.783082,0.495819,-0.617729,0.568341,0.5831,-0.43075,0.604384,-0.237575,0.0593571,-0.944208
28.0,-10.5134,14.4607,6.57063,-11.1762,1.5063,-1.97522,39.4981,10.2942,9.22492,-10.3775,24.7766,-0.563742,-15.8634,4.74911,81.2517,7.17085,-2.27211,80.1637,-3.2205,4.39843,78.67,-42.5855,-0.32225,97.382,-31.8584,-35.2431,78.5373,21.9066,7.9711,77.2045,11.6937,6.27116,80.799,0.864589,5.67072,-46.8696,-114.747,262.201,59.5839,523.398,116.208,854.5,1111.3,-23.9176,1524.47,640.153,1507.37,379.897,1947.24,184.545,-250.02,787.578,-127.461,424.749,72.7892,180.725,0.0333426,-0.600571,0.104713,-0.598962,-0.491867,-0.463663,-0.708826,-0.294441,-0.24624,-0.520505,-0.292493,-0.758414,0.504302,-0.608703,0.573298,0.590655,-0.420123,0.602784,-0.244942,0.0529957,-0.94337
28.01,-9.07571,14.2304,7.59269,-11.6584,1.47914,-2.35831,43.1928,11.3456,7.77708,-9.73758,26.5236,-0.904878,-17.3085,5.35914,81.1483,7.11033,-2.62724,80.0889,-1.82697,5.03284,78.0531,-44.8429,0.0675316,99.4005,-35.1477,-39.1356,77.9493,21.6692,7.94085,76.5255,10.4081,5.93216,80.8575,0.174258,4.97151,-162.595,-190.916,259.77,85.9611,217.788,36.1337,972.642,710.961,120.591,1629.96,1064.93,1680.62,412.104,1883.33,19.0448,-151.871,787.106,-341.781,332.973,-102.525,124.554,0.0311791,-0.600182,0.106984,-0.588481,-0.495358,-0.472537,-0.713588,-0.285214,-0.229892,-0.55063,-0.302421,-0.733608,0.510316,-0.602041,0.57649,0.597253,-0.410255,0.600721,-0.251108,0.0476164,-0.942605
28.02,-7.60908,13.9557,8.53265,-11.9876,0.925045,-2.92917,46.7669,12.2103,6.24314,-9.08809,27.7423,-1.27492,-18.2025,6.18877,80.9752,7.02032,-2.97269,80.448,-0.488977,5.59095,78.002,-47.0215,0.0744159,101.492,-38.3701,-42.764,77.1,21.3777,7.70545,75.6364,9.25274,5.6108,80.9115,-0.38873,4.25356,-194.831,-216.795,224.602,154.304,-11.6915,77.1744,965.317,558.612,-4.39046,1001.96,1164.57,1886.2,193.861,1454.59,36.1219,-135.733,814.951,-221.67,149.422,-289.063,177.74,0.0294639,-0.599568,0.10973,-0.575837,-0.501639,-0.479461,-0.719954,-0.27523,-0.215221,-0.578812,-0.308797,-0.709149,0.513894,-0.598669,0.576773,0.603954,-0.399714,0.599783,-0.256223,0.0419914,-0.942035
